Frame,Cis count,Trans count
1817,418,946
1818,438,926
1819,436,928
1820,444,920
1821,415,949
1822,441,923
1823,429,935
1824,443,921
1825,429,935
1826,413,951
1827,442,922
1828,446,918
1829,430,934
1830,430,934
1831,428,936
1832,415,949
1833,438,926
1834,430,934
1835,434,930
1836,430,934
1837,427,937
1838,422,942
1839,423,941
1840,434,930
1841,433,931
1842,424,940
1843,424,940
1844,429,935
1845,435,929
1846,424,940
1847,454,910
1848,418,946
1849,425,939
1850,425,939
1851,427,937
1852,444,920
1853,418,946
1854,427,937
1855,420,944
1856,426,938
1857,425,939
1858,418,946
1859,454,910
1860,417,947
1861,406,958
1862,408,956
1863,438,926
1864,432,932
1865,455,909
1866,431,933
1867,422,942
1868,420,944
1869,448,916
1870,423,941
1871,433,931
1872,439,925
1873,423,941
1874,429,935
1875,425,939
1876,410,954
1877,425,939
1878,438,926
1879,440,924
1880,422,942
1881,423,941
1882,428,936
1883,436,928
1884,415,949
1885,440,924
1886,429,935
1887,445,919
1888,427,937
1889,450,914
1890,441,923
1891,437,927
1892,458,906
1893,433,931
1894,448,916
1895,427,937
1896,423,941
1897,440,924
1898,440,924
1899,454,910
1900,417,947
1901,436,928
1902,439,925
1903,426,938
1904,430,934
1905,414,950
1906,436,928
1907,427,937
1908,435,929
1909,412,952
1910,429,935
1911,428,936
1912,413,951
1913,424,940
1914,432,932
1915,447,917
1916,436,928
1917,423,941
1918,425,939
1919,429,935
1920,427,937
1921,444,920
1922,454,910
1923,412,952
1924,445,919
1925,446,918
1926,420,944
1927,432,932
1928,428,936
1929,424,940
1930,419,945
1931,422,942
1932,421,943
1933,431,933
1934,420,944
1935,423,941
1936,411,953
1937,428,936
1938,437,927
1939,432,932
1940,428,936
1941,414,950
1942,422,942
1943,435,929
1944,424,940
1945,426,938
1946,422,942
1947,427,937
1948,445,919
1949,451,913
1950,451,913
1951,445,919
1952,433,931
1953,413,951
1954,430,934
1955,427,937
1956,420,944
1957,422,942
1958,417,947
1959,431,933
1960,424,940
1961,438,926
1962,448,916
1963,449,915
1964,439,925
1965,430,934
1966,435,929
1967,416,948
1968,449,915
1969,432,932
1970,428,936
1971,445,919
1972,414,950
1973,422,942
1974,430,934
1975,442,922
1976,444,920
1977,450,914
1978,457,907
1979,465,899
1980,439,925
1981,439,925
1982,449,915
1983,437,927
1984,447,917
1985,443,921
1986,404,960
1987,412,952
1988,429,935
1989,425,939
1990,424,940
1991,421,943
1992,415,949
1993,415,949
1994,399,965
1995,391,973
1996,421,943
1997,431,933
1998,410,954
1999,415,949
2000,409,955
2001,436,928
2002,415,949
2003,404,960
2004,416,948
2005,427,937
2006,433,931
2007,426,938
2008,414,950
2009,433,931
2010,413,951
2011,417,947
2012,412,952
2013,409,955
2014,398,966
2015,424,940
2016,401,963
2017,410,954
2018,433,931
2019,421,943
2020,437,927
2021,416,948
2022,430,934
2023,406,958
2024,429,935
2025,425,939
2026,435,929
2027,422,942
2028,433,931
2029,422,942
2030,431,933
2031,427,937
2032,447,917
2033,425,939
2034,426,938
2035,433,931
2036,424,940
2037,420,944
2038,402,962
2039,402,962
2040,401,963
2041,404,960
2042,425,939
2043,419,945
2044,431,933
2045,430,934
2046,422,942
2047,425,939
2048,396,968
2049,405,959
2050,413,951
2051,425,939
2052,423,941
2053,417,947
2054,430,934
2055,428,936
2056,427,937
2057,416,948
2058,422,942
2059,426,938
2060,440,924
2061,413,951
2062,427,937
2063,424,940
2064,411,953
2065,417,947
2066,417,947
2067,401,963
2068,401,963
2069,424,940
2070,450,914
2071,421,943
2072,415,949
2073,419,945
2074,405,959
2075,407,957
2076,430,934
2077,423,941
2078,438,926
2079,438,926
2080,439,925
2081,417,947
2082,417,947
2083,417,947
2084,416,948
2085,427,937
2086,411,953
2087,421,943
2088,407,957
2089,399,965
2090,422,942
2091,421,943
2092,420,944
2093,398,966
2094,431,933
2095,407,957
2096,415,949
2097,421,943
2098,420,944
2099,425,939
2100,431,933
2101,423,941
2102,432,932
2103,446,918
2104,442,922
2105,433,931
2106,439,925
2107,409,955
2108,403,961
2109,395,969
2110,415,949
2111,422,942
2112,402,962
2113,426,938
2114,417,947
2115,420,944
2116,420,944
2117,425,939
2118,415,949
2119,412,952
2120,387,977
2121,420,944
2122,417,947
2123,416,948
2124,425,939
2125,421,943
2126,432,932
2127,437,927
2128,409,955
2129,406,958
2130,409,955
2131,418,946
